management,date,Reco_se,NEE_se,Reco_gf_se,NEE_gf_se,month,NEE,NEE_gapfilled,Reco_gapfilled,GPP_gapfilled,VPD,ndvi,rh,precip,airt,year,Reco,GPP,soilt_avg,vwc_avg,doy,current_crop,current_plant_date,current_harvest_date,in_season,crop_type,tillage_event,last_tillage,days_since_tillage,fertilizer_event,last_fertilizer,days_since_fertilizer,herbicide_event,last_herbicide,days_since_herbicide,last_harvest,last_harvest_same_crop,days_since_last_harvest_same_crop,days_since_planting,days_to_harvest,days_since_season_end_harvest,days_since_last_harvest,crop_stage,crop_stage_simple
conventional,8/20/19,NA,NA,0.034238416,1.980395352,8,NA,-4.744749267,8.639952708,13.38471781,NA,0.873466031,55.64908498,5.40E-08,23.43582322,2019,NA,NA,22.75708454,0.179690899,232,soybean,6/1/19,NA,1,annual,NA,5/1/18,476,NA,4/4/19,138,NA,5/12/18,465,10/4/18,NA,NA,80,NA,NA,320,seed_fill,grain_fill
conventional,8/21/19,NA,NA,0.022109943,1.375346358,8,NA,-0.004054495,8.284671042,8.288754417,NA,0.872816524,86.67696904,0.00097573,22.38269005,2019,NA,NA,22.03009202,0.214927965,233,soybean,6/1/19,NA,1,annual,NA,5/1/18,477,NA,4/4/19,139,NA,5/12/18,466,10/4/18,NA,NA,81,NA,NA,321,seed_fill,grain_fill
conventional,8/22/19,NA,NA,0.028108836,1.894751839,8,NA,-4.387012157,7.97395625,12.36102206,NA,0.871608394,75.99695447,2.65E-05,22.28707546,2019,NA,NA,21.73365809,0.250539595,234,soybean,6/1/19,NA,1,annual,NA,5/1/18,478,NA,4/4/19,140,NA,5/12/18,467,10/4/18,NA,NA,82,NA,NA,322,seed_fill,grain_fill
conventional,8/23/19,NA,NA,0.026838659,1.633128217,8,NA,-2.103735011,7.413301667,9.517008279,NA,0.869764744,59.93501977,3.41E-06,18.87275006,2019,NA,NA,20.339851,0.233384676,235,soybean,6/1/19,NA,1,annual,NA,5/1/18,479,NA,4/4/19,141,NA,5/12/18,468,10/4/18,NA,NA,83,NA,NA,323,seed_fill,grain_fill
conventional,8/24/19,NA,NA,0.023186207,1.077025711,8,NA,0.331227979,6.935933542,6.604701729,NA,0.867208678,66.6226387,5.39E-06,16.65093257,2019,NA,NA,18.38630654,0.220246132,236,soybean,6/1/19,NA,1,annual,NA,5/1/18,480,NA,4/4/19,142,NA,5/12/18,469,10/4/18,NA,NA,84,NA,NA,324,seed_fill,grain_fill
conventional,8/25/19,NA,NA,0.025810844,0.998783625,8,NA,-1.789550139,6.658437083,8.447971771,NA,0.8638633,65.9261096,5.14E-06,17.19085989,2019,NA,NA,18.15173357,0.21083648,237,soybean,6/1/19,NA,1,annual,NA,5/1/18,481,NA,4/4/19,143,NA,5/12/18,470,10/4/18,NA,NA,85,NA,NA,325,seed_fill,grain_fill
conventional,8/26/19,NA,NA,0.035917002,1.107485308,8,NA,-2.206846905,6.255995417,8.462839896,NA,0.859651714,60.33175852,3.62E-08,16.78261083,2019,NA,NA,17.65694238,0.200057919,238,soybean,6/1/19,NA,1,annual,NA,5/1/18,482,NA,4/4/19,144,NA,5/12/18,471,10/4/18,NA,NA,86,NA,NA,326,seed_fill,grain_fill
conventional,8/27/19,NA,NA,0.02227634,1.041903246,8,NA,-0.296808984,5.855438333,6.152278333,NA,0.854497023,68.0876665,5.30E-07,17.6208842,2019,NA,NA,17.98892817,0.190740395,239,soybean,6/1/19,NA,1,annual,NA,5/1/18,483,NA,4/4/19,145,NA,5/12/18,472,10/4/18,NA,NA,87,NA,NA,327,seed_fill,grain_fill
conventional,8/28/19,NA,NA,0.024591022,1.330924726,8,NA,0.107475699,5.499053542,5.391568125,NA,0.848322331,83.02787481,0.000257929,19.66789033,2019,NA,NA,19.16969992,0.194500082,240,soybean,6/1/19,NA,1,annual,NA,5/1/18,484,NA,4/4/19,146,NA,5/12/18,473,10/4/18,NA,NA,88,NA,NA,328,seed_fill,grain_fill
conventional,8/29/19,0.048190926,1.958178004,0.024371241,1.456325323,8,-5.569171706,-1.935671645,5.024105625,8.05463,908.02543,0.841058306,71.49293359,2.39E-05,19.59302769,2019,4.928801765,10.49790588,19.5355615,0.206559238,241,soybean,6/1/19,NA,1,annual,NA,5/1/18,485,NA,4/4/19,147,NA,5/12/18,474,10/4/18,NA,NA,89,NA,NA,329,seed_fill,grain_fill
conventional,8/30/19,0.02914621,1.682412988,0.024264706,1.252836212,8,-0.940385865,-0.088238911,4.660815833,4.568249792,775.3860521,0.832721405,63.34047348,5.67E-06,19.67172203,2019,4.668723243,5.609064595,19.09704027,0.194653954,242,soybean,6/1/19,NA,1,annual,NA,5/1/18,486,NA,4/4/19,148,NA,5/12/18,475,10/4/18,NA,NA,90,NA,NA,330,seed_fill,grain_fill
conventional,8/31/19,0.019422108,1.459235635,0.018292426,1.050504757,8,-7.82452881,-6.389509819,4.469333958,11.51225396,738.8115396,0.823415846,53.9761973,0,17.7951429,2019,4.485739762,12.3102831,18.67082295,0.18446173,243,soybean,6/1/19,NA,1,annual,NA,5/1/18,487,NA,4/4/19,149,NA,5/12/18,476,10/4/18,NA,NA,91,NA,NA,331,seed_fill,grain_fill
conventional,9/1/19,0.023098076,1.377440529,0.022952272,1.110484649,9,-4.363755211,-2.526853378,4.339112083,7.129783083,534.1743333,0.813254069,63.4171538,1.35E-05,17.28609794,2019,4.385929211,8.749627895,17.93533057,0.176189374,244,soybean,6/1/19,NA,1,annual,NA,5/1/18,488,NA,4/4/19,150,NA,5/12/18,477,10/4/18,NA,NA,92,NA,NA,332,seed_fill,grain_fill
conventional,9/2/19,0.008064142,1.115114147,0.00775269,0.91282538,9,0.468877498,0.734904323,4.21138625,3.862957877,239.4542229,0.802348513,95.37396973,0.001010575,16.57385311,2019,4.208754091,3.739879502,17.47611016,0.231940164,245,soybean,6/1/19,NA,1,annual,NA,5/1/18,489,NA,4/4/19,151,NA,5/12/18,478,10/4/18,NA,NA,93,NA,NA,333,seed_fill,grain_fill
conventional,9/3/19,0.022829847,1.591533142,0.021010838,1.156690982,9,-2.594614098,-1.699198057,4.235134583,5.930887083,634.05095,0.79081162,78.66217357,6.72E-06,18.23027954,2019,4.242236585,6.836867317,17.83930057,0.25765249,246,soybean,6/1/19,NA,1,annual,NA,5/1/18,490,NA,4/4/19,152,NA,5/12/18,479,10/4/18,NA,NA,94,NA,NA,334,seed_fill,grain_fill
conventional,9/4/19,0.018563875,1.311850584,0.018173174,1.093246113,9,-0.523546935,-0.354033645,4.3685325,4.932561958,580.8693958,0.778755828,80.18078507,0.000177551,19.19707896,2019,4.36334,4.886888565,18.6785358,0.252533437,247,soybean,6/1/19,NA,1,annual,NA,5/1/18,491,NA,4/4/19,153,NA,5/12/18,480,10/4/18,NA,NA,95,NA,NA,335,seed_fill,grain_fill
conventional,9/5/19,0.022914565,1.479092315,0.021153881,1.182937643,9,-4.573995854,-2.189407367,4.342690417,7.629910625,479.3257833,0.766293578,69.78640688,4.34E-08,16.34576855,2019,4.359217805,8.933219268,17.59113949,0.247002155,248,soybean,6/1/19,NA,1,annual,NA,5/1/18,492,NA,4/4/19,154,NA,5/12/18,481,10/4/18,NA,NA,96,NA,NA,336,seed_fill,grain_fill
conventional,9/6/19,0.026800054,1.340235625,0.023367544,0.945293356,9,-2.402576872,-0.82775083,4.369970417,5.520650563,518.5101222,0.753537308,74.84891166,0.000399087,14.90124633,2019,4.395333846,6.797910769,16.13024872,0.239192547,249,soybean,6/1/19,NA,1,annual,NA,5/1/18,493,NA,4/4/19,155,NA,5/12/18,482,10/4/18,NA,NA,97,NA,NA,337,seed_fill,grain_fill
conventional,9/7/19,0.020105438,1.999549177,0.020193249,0.988954317,9,-2.0214747,0.801420076,4.401731458,3.68628875,693.5142861,0.74059946,71.62840722,0.000250692,14.69720119,2019,4.481429667,6.502921,15.45379704,0.280335532,250,soybean,6/1/19,NA,1,annual,NA,5/1/18,494,NA,4/4/19,156,NA,5/12/18,483,10/4/18,NA,NA,98,NA,NA,338,seed_fill,grain_fill
conventional,9/8/19,0.017496956,1.096206402,0.015863929,0.794665692,9,-2.891011875,-1.001823939,4.370280208,6.161069792,656.73295,0.727592473,71.77871254,2.06E-06,15.39093488,2019,4.388658,7.279639,15.94759967,0.261407424,251,soybean,6/1/19,NA,1,annual,NA,5/1/18,495,NA,4/4/19,157,NA,5/12/18,484,10/4/18,NA,NA,99,NA,NA,339,seed_fill,grain_fill
conventional,9/9/19,0.02073048,1.188692962,0.019491021,0.77764548,9,-2.97326039,-1.225675218,4.299939375,6.426163542,516.2068313,0.714628786,74.56471908,4.17E-06,15.41432136,2019,4.319845122,7.293075366,15.66854733,0.249130895,252,soybean,6/1/19,NA,1,annual,NA,5/1/18,496,NA,4/4/19,158,NA,5/12/18,485,10/4/18,NA,NA,100,NA,NA,340,seed_fill,grain_fill
conventional,9/10/19,0.018481206,1.132552379,0.018555279,0.786579007,9,-1.222010308,-0.256279795,4.3063125,4.920036833,340.0995417,0.70182084,82.12261564,2.68E-05,17.13463459,2019,4.335258974,5.557228923,16.45923139,0.241979696,253,soybean,6/1/19,NA,1,annual,NA,5/1/18,497,NA,4/4/19,159,NA,5/12/18,486,10/4/18,NA,NA,101,NA,NA,341,maturity,mature
conventional,9/11/19,0.019578614,0.996057482,0.017161811,0.73273658,9,-0.216828375,1.352477014,4.387668125,3.71270324,782.59855,0.689281075,80.3396843,8.61E-05,21.15498362,2019,4.40290275,4.619781138,18.97506739,0.241305465,254,soybean,6/1/19,NA,1,annual,NA,5/1/18,498,NA,4/4/19,160,NA,5/12/18,487,10/4/18,NA,NA,102,NA,NA,342,maturity,mature
conventional,9/12/19,0.01652219,0.727272141,0.015662988,0.50939378,9,2.491122475,2.754048194,4.065673958,1.214864938,120.6045544,0.677121929,90.99602658,0.000389225,15.78596856,2019,4.054338,1.563230175,17.22003183,0.264101598,255,soybean,6/1/19,NA,1,annual,NA,5/1/18,499,NA,4/4/19,161,NA,5/12/18,488,10/4/18,NA,NA,103,NA,NA,343,maturity,mature
conventional,9/13/19,0.0222807,0.994469778,0.020464874,0.732557757,9,-1.48512095,-0.410363404,3.856706458,4.621166479,755.8210957,0.665455844,71.93468369,-4.85E-12,13.48083283,2019,3.8817,5.3668147,14.91043371,0.26409459,256,soybean,6/1/19,NA,1,annual,NA,5/1/18,500,NA,4/4/19,162,NA,5/12/18,489,10/4/18,NA,NA,104,NA,NA,344,maturity,mature
conventional,9/14/19,0.013353265,0.589257153,0.01272016,0.433361947,9,1.940696444,1.799562544,3.846165,1.94526268,233.3736438,0.654390091,84.15714584,0.000179273,15.63987678,2019,3.842652444,1.901964636,15.44369644,0.260720332,257,soybean,6/1/19,NA,1,annual,NA,5/1/18,501,NA,4/4/19,163,NA,5/12/18,490,10/4/18,NA,NA,105,NA,NA,345,maturity,mature
conventional,9/15/19,0.028310365,1.181689568,0.031547744,0.761405418,9,0.231311833,1.678481814,3.572579792,1.804718542,514.5025144,0.643973336,75.14384924,9.28E-06,17.88606478,2019,3.637146667,3.405839667,17.16044865,0.257081489,258,soybean,6/1/19,NA,1,annual,NA,5/1/18,502,NA,4/4/19,164,NA,5/12/18,491,10/4/18,NA,NA,106,NA,NA,346,maturity,mature
conventional,9/16/19,0.029002383,0.820610083,0.035742524,0.455066331,9,-0.386368412,0.052908783,2.633792083,2.370891904,580.6995717,0.634194289,69.56572286,5.99E-08,15.71365461,2019,2.664063824,3.050432059,16.70782528,0.243339371,259,soybean,6/1/19,NA,1,annual,NA,5/1/18,503,NA,4/4/19,165,NA,5/12/18,492,10/4/18,NA,NA,107,NA,NA,347,maturity,mature
conventional,9/17/19,0.035060962,0.673770783,0.033204391,0.456535093,9,-1.598949997,0.113350838,1.727547083,2.4327,909.1884435,0.625036044,63.76422391,7.09E-08,14.36837778,2019,1.754203611,3.353148611,15.34353266,0.231748672,260,soybean,6/1/19,NA,1,annual,NA,5/1/18,504,NA,4/4/19,166,NA,5/12/18,493,10/4/18,NA,NA,108,NA,NA,348,maturity,mature
conventional,9/18/19,0.03269976,0.571556196,0.03344932,0.3332203,9,0.089744769,0.197861423,0.846916667,0.548344583,640.3056721,0.616481695,65.15022483,6.93E-08,12.5717509,2019,0.849554359,0.759805897,14.48210766,0.221750574,261,soybean,6/1/19,NA,1,annual,NA,5/1/18,505,NA,4/4/19,167,NA,5/12/18,494,10/4/18,NA,NA,109,NA,NA,349,maturity,mature
conventional,9/19/19,0.011596831,0.786816946,0.010632566,0.363452142,9,-0.539332852,-0.265763838,0.354392292,0.522118333,945.71781,0.608514336,61.35551599,0,12.76526794,2019,0.348239259,0.887561481,13.53648672,0.21309116,262,soybean,6/1/19,NA,1,annual,NA,5/1/18,506,NA,4/4/19,168,NA,5/12/18,495,10/4/18,NA,NA,110,NA,NA,350,maturity,mature
conventional,9/20/19,0.017992183,0.507536945,0.01610144,0.238390838,9,-0.570117161,0.26603048,0.64744875,0.550448646,952.8477079,0.601117061,59.50128297,1.81E-08,15.66808201,2019,0.661052857,1.231170357,14.09633272,0.204788285,263,soybean,6/1/19,NA,1,annual,NA,5/1/18,507,NA,4/4/19,169,NA,5/12/18,496,10/4/18,NA,NA,111,NA,NA,351,maturity,mature
conventional,9/21/19,0.021299757,0.656672784,0.01764163,0.288953661,9,-1.4279901,-0.850675302,0.989029792,1.934238229,960.7682426,0.594272964,64.3902233,0,19.14199298,2019,0.996632667,2.424628667,16.56564706,0.196758825,264,soybean,6/1/19,NA,1,annual,NA,5/1/18,508,NA,4/4/19,170,NA,5/12/18,497,10/4/18,NA,NA,112,NA,NA,352,maturity,mature
conventional,9/22/19,0.018841853,0.715922891,0.020027822,0.456430072,9,0.465747057,-0.119361444,1.3266125,1.570577396,1173.948375,0.587965139,63.38503198,0,20.62873802,2019,1.385615143,0.919844714,17.99417831,0.189208318,265,soybean,6/1/19,NA,1,annual,NA,5/1/18,509,NA,4/4/19,171,NA,5/12/18,498,10/4/18,NA,NA,113,NA,NA,353,maturity,mature
conventional,9/23/19,0.021265323,0.246098816,0.021116074,0.265592671,9,2.625457959,2.445629761,1.714393125,-0.985952083,1086.107096,0.582176681,71.08648844,0.000120552,22.7363616,2019,1.7164,-0.90905,20.45436861,0.184637144,266,soybean,6/1/19,NA,1,annual,NA,5/1/18,510,NA,4/4/19,172,NA,5/12/18,499,10/4/18,NA,NA,114,NA,NA,354,maturity,mature
conventional,9/24/19,0.019571484,0.492499734,0.01667407,0.192031994,9,2.093499953,1.849892904,2.035947083,0.022643417,691.1828511,0.576890682,73.41343842,3.55E-05,16.35527636,2019,2.061555667,-0.031946567,18.14203399,0.192209156,267,soybean,6/1/19,NA,1,annual,NA,5/1/18,511,NA,4/4/19,173,NA,5/12/18,500,10/4/18,NA,NA,115,NA,NA,355,maturity,mature
conventional,9/25/19,0.03467933,0.779366055,0.027464922,0.320563186,9,0.121975464,0.9988285,2.437358125,1.531097854,790.9374804,0.572090237,67.48176293,4.95E-08,15.39472796,2019,2.468258214,2.346292143,16.35490777,0.187663125,268,soybean,6/1/19,NA,1,annual,NA,5/1/18,512,NA,4/4/19,174,NA,5/12/18,501,10/4/18,NA,NA,116,NA,NA,356,maturity,mature
conventional,9/26/19,0.023378111,0.715657266,0.020867239,0.338961873,9,3.905085493,3.292611637,2.864359792,-0.709095833,427.306116,0.567758439,80.39076609,0.000236274,15.66639608,2019,2.880835185,-1.024256296,15.81573114,0.194429141,269,soybean,6/1/19,NA,1,annual,NA,5/1/18,513,NA,4/4/19,175,NA,5/12/18,502,10/4/18,NA,NA,117,NA,NA,357,maturity,mature
conventional,9/27/19,0.021490257,0.375078876,0.021065117,0.244446286,9,1.225466618,1.3030113,3.115804167,1.693073604,864.4774375,0.563878384,68.87672633,5.36E-08,14.33305893,2019,3.173372941,1.947903618,15.03744008,0.20556045,270,soybean,6/1/19,NA,1,annual,NA,5/1/18,514,NA,4/4/19,176,NA,5/12/18,503,10/4/18,NA,NA,118,NA,NA,358,maturity,mature
conventional,9/28/19,0.020145843,0.299892681,0.018174188,0.253301939,9,2.036962833,2.089239598,3.194372917,0.912084833,680.2724792,0.560433165,78.87377063,0.00016467,18.77967478,2019,3.199413023,1.162450279,17.1751272,0.200831177,271,soybean,6/1/19,NA,1,annual,NA,5/1/18,515,NA,4/4/19,177,NA,5/12/18,504,10/4/18,NA,NA,119,NA,NA,359,maturity,mature
conventional,9/29/19,0.012789436,0.293380489,0.012730177,0.254829127,9,2.42730783,2.119885519,3.014455833,0.538089792,682.8546646,0.557405875,65.91919232,2.20E-06,15.6105195,2019,3.012152979,0.584840638,16.98683073,0.209455007,272,soybean,6/1/19,NA,1,annual,NA,5/1/18,516,NA,4/4/19,178,NA,5/12/18,505,10/4/18,NA,NA,120,NA,NA,360,maturity,mature
conventional,9/30/19,0.017659499,0.285599833,0.016045568,0.212972094,9,1.01218331,1.071331807,2.85010625,1.72112,528.3335208,0.554777166,59.76890758,8.79E-06,13.27764505,2019,2.853775714,1.841592619,14.90242229,0.200246957,273,soybean,6/1/19,NA,1,annual,NA,5/1/18,517,NA,4/4/19,179,NA,5/12/18,506,10/4/18,NA,NA,121,NA,NA,361,senescence,mature
conventional,10/1/19,0.019046301,0.207686026,0.017160011,0.13683738,10,1.747336343,1.754872575,2.950780417,1.160127396,496.0405833,0.552499975,81.6974087,5.51E-05,18.50914027,2019,2.990244286,1.242909571,16.82179699,0.197844634,274,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,518,NA,4/4/19,180,NA,5/12/18,507,10/1/19,NA,NA,122,0,0,0,fallow,fallow
conventional,10/2/19,0.015116582,0.202134191,0.013461095,0.12411641,10,2.772896034,2.529815354,2.951517292,0.274515021,441.8078646,0.550498891,83.8832355,0.000165995,18.1523591,2019,2.941859512,0.168967341,18.18097967,0.206767273,275,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,519,NA,4/4/19,181,NA,5/12/18,508,10/1/19,NA,NA,123,-1,1,1,fallow,fallow
conventional,10/3/19,0.006547145,0.512304821,0.004820833,0.11763188,10,3.134793037,2.293209111,2.658310625,-0.174033417,152.6117208,0.548695846,81.20381508,0.000425952,8.550097402,2019,2.654075926,-0.480715556,13.01939751,0.222923701,276,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,520,NA,4/4/19,182,NA,5/12/18,509,10/1/19,NA,NA,124,-2,2,2,fallow,fallow
conventional,10/4/19,0.008124676,0.286433076,0.007436088,0.184690803,10,2.263734698,2.173834816,2.686747708,0.268662,382.5802625,0.547012771,76.23602225,6.58E-05,9.054182466,2019,2.683707674,0.419973233,11.49193924,0.25188599,277,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,521,NA,4/4/19,183,NA,5/12/18,510,10/1/19,NA,NA,125,-3,3,3,fallow,fallow
conventional,10/5/19,0.020135495,0.394783897,0.018377592,0.24955293,10,0.988038686,1.174181727,2.599589167,1.258429063,549.5048194,0.545371599,59.94033418,3.56E-08,7.535547988,2019,2.640066571,1.652031371,10.24115334,0.237719794,278,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,522,NA,4/4/19,184,NA,5/12/18,511,10/1/19,NA,NA,126,-4,4,4,fallow,fallow
conventional,10/6/19,0.01626684,0.297118677,0.014349267,0.170224134,10,2.727677282,2.585327568,2.626741667,-0.140636167,131.1581229,0.543694263,83.95209716,3.05E-05,12.06352641,2019,2.61609359,-0.111581154,11.45600416,0.230872635,279,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,523,NA,4/4/19,185,NA,5/12/18,512,10/1/19,NA,NA,127,-5,5,5,fallow,fallow
conventional,10/7/19,0.018637404,0.298967984,0.013637284,0.094354242,10,3.120780826,2.977519814,2.569486458,-0.477252848,115.6871462,0.541902695,97.94926083,0.00099395,14.43872652,2019,2.605205652,-0.515571726,14.09818905,0.271444182,280,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,524,NA,4/4/19,186,NA,5/12/18,513,10/1/19,NA,NA,128,-6,6,6,fallow,fallow
conventional,10/8/19,0.012808458,0.346629295,0.010111855,0.19665695,10,2.740143971,2.356955643,2.373440417,-0.319433083,361.9182222,0.539918827,75.3034195,0.000118817,12.31953519,2019,2.376369714,-0.363774514,13.16171807,0.31047186,281,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,525,NA,4/4/19,187,NA,5/12/18,514,10/1/19,NA,NA,129,-7,7,7,fallow,fallow
conventional,10/9/19,0.008146439,0.142764612,0.007842901,0.073084481,10,1.575102814,1.501152377,2.204124167,0.634048875,332.9464333,0.537664592,68.80494577,0.000110904,10.31537479,2019,2.208798372,0.633695953,12.02964379,0.295527099,282,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,526,NA,4/4/19,188,NA,5/12/18,515,10/1/19,NA,NA,130,-8,8,8,fallow,fallow
conventional,10/10/19,0.010302899,0.143738378,0.009744454,0.120019391,10,1.335528723,1.195793825,2.177735,0.821538333,678.1672229,0.535061921,56.63039298,9.80E-06,11.91904952,2019,2.181068182,0.845541364,12.26321381,0.288841408,283,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,527,NA,4/4/19,189,NA,5/12/18,516,10/1/19,NA,NA,131,-9,9,9,fallow,fallow
conventional,10/11/19,0.006041744,0.142903626,0.005935342,0.096251416,10,1.024423636,1.065001604,2.0871975,1.064613358,661.9632563,0.532032747,60.03083282,3.46E-07,10.93289131,2019,2.087694043,1.063273217,12.10488774,0.276725963,284,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,528,NA,4/4/19,190,NA,5/12/18,517,10/1/19,NA,NA,132,-10,10,10,fallow,fallow
conventional,10/12/19,0.007670372,0.201135156,0.006821172,0.140524539,10,0.904888256,1.254713678,2.053030417,0.964223333,541.4627708,0.528499002,75.26091719,9.11E-07,12.23912376,2019,2.057845641,1.15295641,12.61168418,0.2692769,285,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,529,NA,4/4/19,191,NA,5/12/18,518,10/1/19,NA,NA,133,-11,11,11,fallow,fallow
conventional,10/13/19,0.010527326,0.217027993,0.009242604,0.190868984,10,1.164499366,1.24184125,1.941414375,0.614819875,504.5651891,0.524382619,61.51366389,2.52E-06,11.4160696,2019,1.945969024,0.781469537,12.53914763,0.262484392,286,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,530,NA,4/4/19,192,NA,5/12/18,519,10/1/19,NA,NA,134,-12,12,12,fallow,fallow
conventional,10/14/19,0.013449881,0.241239819,0.011621474,0.156349327,10,1.08648054,1.261334794,1.800268333,0.615272229,771.023425,0.519605529,67.90004026,1.87E-08,12.13119278,2019,1.80714275,0.720660625,12.39872664,0.255166863,287,NA,6/1/19,10/1/19,0,fallow,NA,5/1/18,531,NA,4/4/19,193,NA,5/12/18,520,10/1/19,NA,NA,135,-13,13,13,fallow,fallow
conventional,10/15/19,0.009572338,0.448471304,0.007809103,0.261463888,10,0.676677525,1.179256774,1.577527708,0.555357646,555.7951512,0.514089666,64.35265133,0,8.821969128,2019,1.585938056,0.909258472,11.15559317,0.24876165,288,cover crop,10/15/19,NA,1,annual,NA,5/1/18,532,NA,4/4/19,194,NA,5/12/18,521,10/1/19,NA,NA,0,NA,NA,14,germination/emergence,early
conventional,10/16/19,0.008503304,0.626467684,0.007370924,0.259468639,10,3.072081533,2.579237124,1.441259583,-1.25905625,236.7158591,0.50776543,84.12879259,0.001244682,9.693663851,2019,1.450606,-1.621463667,10.1300959,0.26596625,289,cover crop,10/15/19,NA,1,annual,NA,5/1/18,533,NA,4/4/19,195,NA,5/12/18,522,10/1/19,NA,NA,1,NA,NA,15,germination/emergence,early
conventional,10/17/19,0.003959467,0.79099424,0.005165488,0.376890453,10,1.852774885,1.242054229,1.260908333,0.060948729,286.0062463,0.500659271,97.79292376,0.002219556,6.068592008,2019,1.247947692,-0.604815423,8.669122871,0.380267661,290,cover crop,10/15/19,NA,1,annual,NA,5/1/18,534,NA,4/4/19,196,NA,5/12/18,523,10/1/19,NA,NA,2,NA,NA,16,germination/emergence,early
conventional,10/18/19,0.004052955,0.069243592,0.003906495,0.066480454,10,0.979592039,1.157215631,1.245506667,0.235092642,399.8081667,0.492895898,74.88896135,2.00E-05,6.809530195,2019,1.244902609,0.265309496,8.482515828,0.342185301,291,cover crop,10/15/19,NA,1,annual,NA,5/1/18,535,NA,4/4/19,197,NA,5/12/18,524,10/1/19,NA,NA,3,NA,NA,17,germination/emergence,early
conventional,10/19/19,0.008880816,0.451914166,0.007775987,0.191165081,10,-0.401689049,0.403028417,1.216526667,1.217854771,459.6146093,0.484609225,72.0640027,3.58E-08,6.672481314,2019,1.232654286,1.634346571,8.32426494,0.321793138,292,cover crop,10/15/19,NA,1,annual,NA,5/1/18,536,NA,4/4/19,198,NA,5/12/18,525,10/1/19,NA,NA,4,NA,NA,18,germination/emergence,early
conventional,10/20/19,0.010291832,0.612243217,0.007764085,0.199592902,10,0.32363318,1.101057463,1.203619583,0.466212204,125.8669161,0.475933164,83.61088611,0.000100683,7.363683478,2019,1.214044333,0.890401467,8.10200057,0.313962097,293,cover crop,10/15/19,NA,1,annual,NA,5/1/18,537,NA,4/4/19,199,NA,5/12/18,526,10/1/19,NA,NA,5,NA,NA,19,germination/emergence,early
conventional,10/21/19,0.016284476,0.14561364,0.013230121,0.071978741,10,0.823372076,1.227163857,1.2619675,0.229085075,131.0372462,0.467001629,84.9895731,2.11E-07,9.447198963,2019,1.274361212,0.450989915,9.452961381,0.310562048,294,cover crop,10/15/19,NA,1,annual,NA,5/1/18,538,NA,4/4/19,200,NA,5/12/18,527,10/1/19,NA,NA,6,NA,NA,20,germination/emergence,early
conventional,10/22/19,0.012007107,0.180036962,0.01011052,0.099001232,10,2.032960677,2.219083054,1.425883542,-0.730898917,329.6031574,0.457948533,85.61599648,0.000308337,10.1540336,2019,1.423672581,-0.609284452,10.16118059,0.307196647,295,cover crop,10/15/19,NA,1,annual,NA,5/1/18,539,NA,4/4/19,201,NA,5/12/18,528,10/1/19,NA,NA,7,NA,NA,21,germination/emergence,early
conventional,10/23/19,0.009446963,0.498634901,0.007142477,0.228704596,10,0.831176148,1.521430592,1.60019625,0.173377271,585.5726,0.448907789,72.8126939,0.00032633,11.1193402,2019,1.616961852,0.785778111,11.27135032,0.339326927,296,cover crop,10/15/19,NA,1,annual,NA,5/1/18,540,NA,4/4/19,202,NA,5/12/18,529,10/1/19,NA,NA,8,NA,NA,22,germination/emergence,early
conventional,10/24/19,0.018280601,0.385861954,0.016877596,0.184370663,10,0.522003352,0.679081785,1.734354375,1.237134917,998.9247941,0.44001331,61.27968677,0,10.09201409,2019,1.762595143,1.240600457,10.31881088,0.319788051,297,cover crop,10/15/19,NA,1,annual,NA,5/1/18,541,NA,4/4/19,203,NA,5/12/18,530,10/1/19,NA,NA,9,NA,NA,23,germination/emergence,early
conventional,10/25/19,0.023411046,0.302190507,0.019857094,0.127647301,10,0.735203144,1.103278178,1.949470625,0.969665854,241.6109896,0.43139901,74.60408452,4.84E-05,10.06267462,2019,1.950570938,1.215361625,10.33526653,0.309415247,298,cover crop,10/15/19,NA,1,annual,NA,5/1/18,542,NA,4/4/19,204,NA,5/12/18,531,10/1/19,NA,NA,10,NA,NA,24,fall tillering,vegetative
conventional,10/26/19,0.025033781,0.558374759,0.020379166,0.186322068,10,0.633779848,1.17494918,2.275940625,1.132464354,440.8475727,0.423198802,74.6258794,1.71E-05,8.604758517,2019,2.3222376,1.688464,9.777676042,0.307080731,299,cover crop,10/15/19,NA,1,annual,NA,5/1/18,543,NA,4/4/19,205,NA,5/12/18,532,10/1/19,NA,NA,11,NA,NA,25,fall tillering,vegetative
